".\VolumeSampling.exe -i .\model1.obj -o model1.vtk --viscosity 0.05 -r 0.03 -s "0.74 0.74 0.74""
"id","Points:0","Points:1","Points:2"
9150,0.216547,0.277796,0.332708
9151,0.265179,0.277064,0.333259
9152,0.313534,0.275801,0.334302
9153,0.361502,0.273999,0.335838
9154,0.408645,0.272215,0.340389
9155,0.454855,0.269073,0.347757
9156,0.493888,0.260704,0.334226
9157,-0.475,0.308903,0.311081
9158,-0.440113,0.316959,0.322566
9159,-0.390582,0.315353,0.31636
9160,-0.342179,0.315488,0.316126
9161,-0.292848,0.316334,0.311928
9162,-0.24369,0.318032,0.310143
9163,-0.195057,0.319458,0.309476
9164,-0.146649,0.320967,0.30885
9165,-0.0982845,0.321911,0.308638
9166,-0.0503177,0.322064,0.308863
9167,-0.00171882,0.322344,0.308762
9168,0.0469802,0.322811,0.308792
9169,0.0947742,0.323706,0.308421
9170,0.142926,0.323154,0.308612
9171,0.191776,0.322949,0.308374
9172,0.240154,0.322832,0.30829
9173,0.288228,0.322071,0.308325
9174,0.336247,0.320483,0.308893
9175,0.383976,0.317887,0.310417
9176,0.431549,0.316895,0.316882
9177,0.476534,0.308035,0.320109
9178,-0.475,0.351069,0.337737
9179,-0.420118,0.356446,0.345075
9180,-0.367565,0.357313,0.342439
9181,-0.317084,0.359803,0.337687
9182,-0.26787,0.363141,0.336817
9183,-0.218952,0.365206,0.335579
9184,-0.169847,0.36658,0.335282
9185,-0.121242,0.36861,0.335037
9186,-0.0735255,0.369755,0.334744
9187,-0.0251405,0.370408,0.334525
9188,0.0222712,0.371566,0.333922
9189,0.0702127,0.370771,0.333949
9190,0.118889,0.370486,0.3343
9191,0.167501,0.370833,0.333913
9192,0.214833,0.371381,0.333256
9193,0.262387,0.370033,0.33316
9194,0.309455,0.368917,0.333851
9195,0.355976,0.367743,0.334854
9196,0.400983,0.365001,0.337322
9197,0.447353,0.371664,0.34917
9198,0.474673,0.349436,0.329404
9199,-0.475,0.389682,0.313042
9200,-0.439062,0.397336,0.315175
9201,-0.387312,0.397196,0.317953
9202,-0.337872,0.401963,0.314149
9203,-0.290184,0.406004,0.312766
9204,-0.243059,0.410862,0.310266
9205,-0.193688,0.408775,0.31119
9206,-0.144294,0.411623,0.311868
9207,-0.0951587,0.413346,0.312476
9208,-0.0462931,0.413619,0.310571
9209,-0.000660126,0.421959,0.309428
9210,0.0444299,0.420142,0.309829
9211,0.0938079,0.416544,0.311766
9212,0.145023,0.416165,0.310808
9213,0.191547,0.423862,0.308497
9214,0.23872,0.41929,0.307549
9215,0.286299,0.418945,0.307947
9216,0.334125,0.418256,0.307892
9217,0.381864,0.416813,0.308158
9218,0.429572,0.420364,0.31345
9219,0.475,0.397994,0.310843
9220,-0.475,0.431652,0.336847
9221,-0.416829,0.438861,0.338458
9222,-0.360295,0.445738,0.340112
9223,-0.317842,0.471441,0.334597
9224,-0.265269,0.449419,0.333054
9225,-0.214345,0.451239,0.337925
9226,-0.160216,0.460262,0.339894
9227,-0.118914,0.486611,0.34562
9228,-0.0737377,0.473604,0.344894
9229,-0.0216457,0.46141,0.338123
9230,0.0248819,0.46554,0.336646
9231,0.0721062,0.470869,0.333907
9232,0.118506,0.472129,0.335602
9233,0.165446,0.46986,0.334103
9234,0.213051,0.469254,0.334605
9235,0.260604,0.467957,0.333341
9236,0.307575,0.467172,0.333462
9237,0.354263,0.466201,0.33327
9238,0.398798,0.465537,0.335869
9239,0.446353,0.467906,0.338866
9240,0.475,0.438865,0.331768
9241,-0.469726,0.467063,0.313333
9242,-0.435126,0.475,0.306017
9243,-0.389554,0.475,0.308114
9244,-0.345334,0.475,0.302572
9245,-0.289994,0.489594,0.311891
9246,-0.234728,0.493504,0.315245
9247,-0.191336,0.497502,0.310584
9248,-0.14587,0.466862,0.309515
9249,-0.0961743,0.489165,0.3041
9250,-0.046434,0.499593,0.317251
9251,-0.0106347,0.536244,0.293735
9252,0.0364777,0.53786,0.293954
9253,0.0836111,0.528655,0.309312
9254,0.141149,0.522604,0.295104
9255,0.188528,0.522063,0.30188
9256,0.236427,0.520877,0.302646
9257,0.28441,0.519686,0.305869
9258,0.332969,0.519566,0.306117
9259,0.381825,0.517342,0.306954
9260,0.431563,0.524293,0.308607
9261,0.474943,0.501037,0.307739
9262,-0.0256621,0.560422,0.330406
9263,0.0192072,0.563909,0.324813
9264,0.0673923,0.56816,0.329096
9265,0.116541,0.565435,0.325487
9266,0.164362,0.564913,0.328451
9267,0.212416,0.564452,0.328207
9268,0.260352,0.564335,0.330914
9269,0.308142,0.563792,0.331153
9270,0.356812,0.563163,0.331256
9271,0.403291,0.562682,0.333399
9272,0.459788,0.557998,0.333982
9273,0.491797,0.53549,0.330034
9274,-0.4946,-0.492585,0.380464
9275,-0.455826,-0.51263,0.387167
9276,-0.408536,-0.511894,0.386283
9277,-0.361764,-0.512894,0.387117
9278,-0.314824,-0.514799,0.387213
9279,-0.269148,-0.518589,0.387363
9280,-0.223493,-0.519734,0.389187
9281,-0.178971,-0.519161,0.392588
9282,-0.136587,-0.518674,0.395562
9283,-0.0956224,-0.473275,0.382279
9284,-0.00826153,-0.487615,0.39557
9285,0.0236356,-0.444481,0.374164
9286,0.0625421,-0.484831,0.390602
9287,0.12743,-0.494651,0.388447
9288,0.165598,-0.481084,0.387627
9289,0.216747,-0.477421,0.38243
9290,0.26747,-0.4862,0.384759
9291,0.309675,-0.489841,0.391548
9292,0.357591,-0.491932,0.393073
9293,0.42335,-0.475,0.373046
9294,0.475496,-0.475,0.380627
9295,0.518953,-0.480677,0.378878
9296,-0.492527,-0.453571,0.360446
9297,-0.442753,-0.473144,0.366153
9298,-0.390456,-0.47072,0.366272
9299,-0.341796,-0.472058,0.368138
9300,-0.294398,-0.47286,0.368467
9301,-0.247821,-0.479436,0.366793
9302,-0.202941,-0.46765,0.379871
9303,-0.15522,-0.480648,0.371467
9304,-0.111187,-0.406751,0.369983
9305,-0.0569406,-0.496852,0.362741
9306,-0.0136051,-0.44389,0.360495
9307,0.0299433,-0.49491,0.36725
9308,0.0965602,-0.492248,0.367973
9309,0.14145,-0.453247,0.360063
9310,0.195448,-0.451286,0.359563
9311,0.248605,-0.448293,0.359827
9312,0.301696,-0.449811,0.354378
9313,0.342256,-0.485718,0.357555
9314,0.385687,-0.45357,0.369892
9315,0.450996,-0.440008,0.367257
9316,0.512924,-0.434771,0.357992
9317,0.552569,-0.454286,0.35707
9318,-0.490563,-0.40244,0.370854
9319,-0.475947,-0.416646,0.402453
9320,-0.413097,-0.423228,0.394756
9321,-0.365088,-0.420449,0.395504
9322,-0.317514,-0.420808,0.397075
9323,-0.272162,-0.423022,0.396236
9324,-0.227673,-0.422219,0.399287
9325,-0.181853,-0.422922,0.402759
9326,-0.139795,-0.437785,0.39283
9327,-0.082289,-0.423487,0.396223
9328,-0.0334154,-0.413652,0.388868
9329,0.0143211,-0.39597,0.394061
9330,0.0729917,-0.406711,0.380391
9331,0.123135,-0.413836,0.377715
9332,0.170483,-0.41044,0.387386
9333,0.221036,-0.411162,0.383595
9334,0.271084,-0.411212,0.389314
9335,0.323178,-0.4102,0.387398
9336,0.37428,-0.408652,0.393582
9337,0.423703,-0.407448,0.38727
9338,0.482413,-0.399287,0.382771
9339,0.547569,-0.403526,0.383402
9340,-0.475053,-0.364559,0.365188
9341,-0.432823,-0.383892,0.374896
9342,-0.386105,-0.375519,0.370641
9343,-0.339367,-0.376245,0.372562
9344,-0.293812,-0.376068,0.374063
9345,-0.2491,-0.376554,0.37517
9346,-0.205,-0.377467,0.370658
9347,-0.159806,-0.373702,0.374719
9348,-0.108127,-0.364674,0.361459
9349,-0.0569699,-0.366982,0.355238
9350,-0.00679728,-0.364881,0.355698
9351,0.0466298,-0.366474,0.35953
9352,0.0967583,-0.367119,0.357408
9353,0.146546,-0.367136,0.362769
9354,0.195941,-0.367364,0.361585
9355,0.246569,-0.367608,0.360967
9356,0.297114,-0.367626,0.362445
9357,0.348012,-0.36657,0.366539
9358,0.4002,-0.364685,0.359543
9359,0.457248,-0.359409,0.355302
9360,0.517629,-0.359518,0.35494
9361,0.562543,-0.360822,0.358537
9362,-0.475,-0.312962,0.388838
9363,-0.44006,-0.332628,0.397762
9364,-0.399087,-0.322146,0.398877
9365,-0.357418,-0.327618,0.400489
9366,-0.31409,-0.327132,0.401349
9367,-0.270522,-0.327544,0.403261
9368,-0.226437,-0.327837,0.403116
9369,-0.181181,-0.334944,0.394882
9370,-0.132844,-0.332229,0.398359
9371,-0.083716,-0.331916,0.382353
9372,-0.0315449,-0.324163,0.386257
9373,0.0223506,-0.32271,0.383144
9374,0.0724796,-0.322768,0.378934
9375,0.123141,-0.32373,0.385277
9376,0.17187,-0.323793,0.38775
9377,0.220769,-0.32484,0.388226
9378,0.272481,-0.324718,0.387398
9379,0.322809,-0.325923,0.390121
9380,0.374251,-0.323974,0.383613
9381,0.429346,-0.320384,0.38177
9382,0.488101,-0.319708,0.381262
9383,0.549449,-0.317212,0.384098
9384,-0.475,-0.271317,0.366252
9385,-0.434763,-0.278601,0.378404
9386,-0.387842,-0.279956,0.37368
9387,-0.342113,-0.283168,0.376059
9388,-0.295965,-0.283443,0.377265
9389,-0.250333,-0.285585,0.375511
9390,-0.203829,-0.285563,0.371962
9391,-0.153658,-0.283753,0.362568
9392,-0.105206,-0.282439,0.362675
9393,-0.0555693,-0.280577,0.354165
9394,-0.00342963,-0.279445,0.355133
9395,0.0461481,-0.279073,0.356285
9396,0.0966283,-0.279748,0.357192
9397,0.146316,-0.280565,0.359642
9398,0.19591,-0.281111,0.361042
9399,0.246131,-0.282054,0.361779
9400,0.297528,-0.2827,0.362403
9401,0.349535,-0.281199,0.356536
9402,0.404739,-0.279028,0.355297
9403,0.462343,-0.277673,0.355144
9404,0.520302,-0.27575,0.354146
9405,0.565995,-0.274549,0.358384
9406,-0.475,-0.234611,0.400197
9407,-0.417468,-0.238374,0.406027
9408,-0.367532,-0.238384,0.403758
9409,-0.320664,-0.240482,0.404339
9410,-0.273814,-0.241751,0.404476
9411,-0.227624,-0.248681,0.403094
9412,-0.179592,-0.243006,0.394566
9413,-0.130331,-0.23813,0.383968
9414,-0.0794431,-0.237266,0.381709
9415,-0.0263401,-0.235688,0.383033
9416,0.0213975,-0.236149,0.386563
9417,0.0710375,-0.235761,0.385264
9418,0.120472,-0.236943,0.385446
9419,0.170549,-0.238167,0.388267
9420,0.220742,-0.239846,0.387839
9421,0.271305,-0.240469,0.382065
9422,0.322546,-0.239823,0.381851
9423,0.377151,-0.237392,0.381477
9424,0.433932,-0.236377,0.381559
9425,0.491012,-0.235094,0.38098
9426,0.553842,-0.232908,0.384014
9427,-0.475,-0.19238,0.367826
9428,-0.436435,-0.202071,0.37987
9429,-0.38852,-0.198443,0.37692
9430,-0.342515,-0.19738,0.378963
9431,-0.296823,-0.199487,0.376547
9432,-0.249815,-0.200849,0.374064
9433,-0.201421,-0.198468,0.361685
9434,-0.151607,-0.19745,0.358054
9435,-0.10221,-0.194998,0.360245
9436,-0.0524477,-0.194468,0.358545
9437,-0.00275976,-0.194082,0.362025
9438,0.0462071,-0.194843,0.359894
9439,0.0960132,-0.194931,0.361068
9440,0.145664,-0.196505,0.360815
9441,0.195579,-0.197987,0.362979
9442,0.245587,-0.197488,0.360353
9443,0.29747,-0.196728,0.355422
9444,0.35175,-0.196073,0.35518
9445,0.408285,-0.194568,0.356202
9446,0.465467,-0.19352,0.355674
9447,0.523912,-0.191108,0.354343
9448,0.569645,-0.190221,0.357908
9449,-0.475,-0.150175,0.404961
9450,-0.419347,-0.159799,0.405885
9451,-0.369113,-0.155804,0.406035
9452,-0.321195,-0.154943,0.407334
9453,-0.275495,-0.162067,0.404837
9454,-0.228077,-0.160631,0.398054
9455,-0.178463,-0.156629,0.384187
9456,-0.128387,-0.152983,0.387002
9457,-0.0786215,-0.151096,0.386051
9458,-0.0286581,-0.151433,0.386011
9459,0.0207216,-0.152974,0.385075
9460,0.0702808,-0.153105,0.385543
9461,0.12031,-0.154898,0.387921
9462,0.170058,-0.155751,0.38163
9463,0.219843,-0.156787,0.383719
9464,0.270514,-0.15559,0.380838
9465,0.323888,-0.153787,0.38077
9466,0.378678,-0.15337,0.381607
9467,0.435453,-0.152656,0.382552
9468,0.493342,-0.151414,0.381651
9469,0.557387,-0.149288,0.382964
9470,-0.475,-0.108286,0.366699
9471,-0.434182,-0.120859,0.382741
9472,-0.387068,-0.115363,0.378924
9473,-0.341905,-0.115318,0.379306
9474,-0.296078,-0.116207,0.376624
9475,-0.248962,-0.11369,0.36302
9476,-0.198681,-0.111928,0.357025
9477,-0.14931,-0.11155,0.360672
9478,-0.100754,-0.110723,0.360791
9479,-0.0518535,-0.110499,0.362908
9480,-0.00284616,-0.110314,0.360234
9481,0.046154,-0.111273,0.360115
9482,0.095512,-0.112548,0.361874
9483,0.144312,-0.112671,0.36028
9484,0.194501,-0.112623,0.356039
9485,0.245464,-0.112485,0.354479
9486,0.298184,-0.112056,0.354772
9487,0.352414,-0.11191,0.355938
9488,0.408734,-0.111686,0.357562
9489,0.466527,-0.109975,0.357396
9490,0.52675,-0.111206,0.354848
9491,0.572172,-0.106943,0.356065
9492,-0.475,-0.0627619,0.388288
9493,-0.446616,-0.0765874,0.415793
9494,-0.402829,-0.070874,0.404292
9495,-0.361509,-0.0708802,0.410388
9496,-0.318512,-0.0751162,0.405446
9497,-0.275273,-0.0718998,0.399665
9498,-0.225929,-0.0673912,0.384393
9499,-0.175173,-0.0679022,0.386565
9500,-0.12656,-0.0676776,0.386926
9501,-0.0769022,-0.0685628,0.385566
9502,-0.0286583,-0.0681576,0.387027
9503,0.021107,-0.0691641,0.38737
9504,0.0702684,-0.0702503,0.38154
9505,0.119165,-0.071229,0.384202
9506,0.168788,-0.0712359,0.380207
9507,0.219541,-0.0698261,0.379985
9508,0.271519,-0.0692554,0.380081
9509,0.324623,-0.0692987,0.38097
9510,0.379249,-0.0693557,0.382639
9511,0.436347,-0.0695535,0.384539
9512,0.495825,-0.0672555,0.382247
9513,0.558918,-0.0659293,0.380983
9514,-0.475,-0.0246929,0.364517
9515,-0.431693,-0.0296349,0.385221
9516,-0.385557,-0.0277207,0.378206
9517,-0.341063,-0.0300887,0.379884
9518,-0.295799,-0.0296915,0.372338
9519,-0.247495,-0.0270814,0.358776
9520,-0.197512,-0.026045,0.361825
9521,-0.149193,-0.0262275,0.363608
9522,-0.100113,-0.0259534,0.360339
9523,-0.0514371,-0.0259949,0.360954
9524,-0.00293088,-0.0273339,0.363071
9525,0.0453141,-0.0274281,0.360114
9526,0.0944784,-0.0275609,0.357123
9527,0.14385,-0.0275217,0.354356
9528,0.194439,-0.0271594,0.353969
9529,0.245913,-0.0269901,0.354263
9530,0.298331,-0.0271818,0.355155
9531,0.351884,-0.0277281,0.356824
9532,0.407393,-0.0282897,0.358982
9533,0.463607,-0.0284726,0.364239
9534,0.532631,-0.0260457,0.348277
9535,0.575989,-0.0224655,0.353978
9536,-0.475,0.0188249,0.386576
9537,-0.447446,0.0138754,0.414951
9538,-0.403302,0.0161879,0.406091
9539,-0.362442,0.0144526,0.409684
9540,-0.320948,0.0107607,0.400117
9541,-0.272764,0.0188163,0.387034
9542,-0.223208,0.0174834,0.386119
9543,-0.173836,0.0153553,0.388113
9544,-0.125593,0.0158972,0.385827
9545,-0.0764944,0.016345,0.388384
9546,-0.0275035,0.0143187,0.386663
9547,0.0207001,0.014097,0.383339
9548,0.0694278,0.0136355,0.38127
9549,0.118723,0.0149221,0.379994
9550,0.169027,0.0155938,0.379505
9551,0.219924,0.0157887,0.379692
9552,0.271649,0.015659,0.380345
9553,0.324556,0.0152184,0.381352
9554,0.379365,0.0147686,0.382928
9555,0.438346,0.0163683,0.384532
9556,0.497269,0.0174179,0.385855
9557,0.56293,0.0154131,0.383107
9558,-0.475,0.0587989,0.362178
9559,-0.43323,0.0589833,0.384197
9560,-0.38656,0.057357,0.376459
9561,-0.341387,0.0553771,0.378054
9562,-0.295344,0.0586846,0.365058
9563,-0.245815,0.0589781,0.365105
9564,-0.196677,0.0591002,0.36085
9565,-0.148291,0.0591504,0.361129
9566,-0.0999282,0.0577817,0.361207
9567,-0.051574,0.0569334,0.361701
9568,-0.00371526,0.0573708,0.3595
9569,0.0449422,0.0576672,0.354662
9570,0.0942823,0.0581695,0.353713
9571,0.144233,0.0585244,0.353351
9572,0.194709,0.0585759,0.353459
9573,0.245901,0.0582397,0.354162
9574,0.298138,0.0575259,0.355395
9575,0.351941,0.0560872,0.357104
9576,0.408444,0.0533424,0.359446
9577,0.4712,0.0582028,0.361429
9578,0.537809,0.0498445,0.353143
9579,0.57758,0.0600377,0.358118
9580,-0.475,0.0962763,0.385475
9581,-0.444317,0.106426,0.41404
9582,-0.403954,0.100416,0.402162
9583,-0.363345,0.0950166,0.406067
9584,-0.319014,0.100835,0.38999
9585,-0.27083,0.0994122,0.388795
9586,-0.222823,0.100461,0.387621
9587,-0.173759,0.101342,0.38822
9588,-0.125022,0.100067,0.388296
9589,-0.0764246,0.0996845,0.380624
9590,-0.0281726,0.0988592,0.384103
9591,0.0203112,0.0996891,0.379963
9592,0.0696276,0.100866,0.379569
9593,0.119261,0.101445,0.379367
9594,0.169249,0.101602,0.379553
9595,0.219781,0.101413,0.379888
9596,0.271113,0.100804,0.380537
9597,0.323661,0.0998511,0.3816
9598,0.377963,0.0980425,0.383481
9599,0.435957,0.0978353,0.387231
9600,0.493585,0.098424,0.386206
9601,0.567556,0.100132,0.383146
9602,-0.475,0.139853,0.363624
9603,-0.433601,0.149386,0.379475
9604,-0.38761,0.144184,0.37453
9605,-0.342609,0.144334,0.368225
9606,-0.293735,0.145068,0.361215
9607,-0.245094,0.144882,0.362093
9608,-0.196887,0.143694,0.361691
9609,-0.148558,0.142737,0.363394
9610,-0.100829,0.143361,0.359654
9611,-0.0521919,0.143643,0.354816
9612,-0.00365255,0.144125,0.353398
9613,0.0454675,0.144874,0.352802
9614,0.0947629,0.145281,0.352705
9615,0.144294,0.145387,0.352853
9616,0.194192,0.145134,0.353341
9617,0.244678,0.144497,0.354064
9618,0.296048,0.14337,0.355282
9619,0.348574,0.141774,0.357182
9620,0.402708,0.13889,0.360458
9621,0.464608,0.135705,0.363486
9622,0.539943,0.13378,0.345281
9623,0.573409,0.142174,0.363691
9624,-0.475,0.180045,0.392472
9625,-0.442536,0.200716,0.396146
9626,-0.405029,0.180164,0.409248
9627,-0.364127,0.187219,0.39361
9628,-0.317969,0.186279,0.389652
9629,-0.269809,0.187694,0.389969
9630,-0.221753,0.186777,0.389286
9631,-0.173333,0.185563,0.382306
9632,-0.125144,0.185137,0.384403
9633,-0.076624,0.18596,0.380397
9634,-0.0275695,0.187573,0.379816
9635,0.0214854,0.1885,0.379567
9636,0.0704733,0.189123,0.37943
9637,0.119593,0.189258,0.379447
9638,0.168938,0.189005,0.379561
9639,0.218716,0.188364,0.379919
9640,0.269299,0.187325,0.380651
9641,0.321157,0.185698,0.381995
9642,0.37517,0.183303,0.384001
9643,0.43316,0.177483,0.388235
9644,0.492143,0.185585,0.392687
9645,0.555277,0.181407,0.389141
9646,-0.475,0.227279,0.360895
9647,-0.441194,0.243745,0.371836
9648,-0.392319,0.229688,0.372061
9649,-0.344298,0.231182,0.363999
9650,-0.294856,0.229946,0.361431
9651,-0.24566,0.229024,0.365184
9652,-0.197523,0.229877,0.360058
9653,-0.148925,0.230665,0.354587
9654,-0.100295,0.231444,0.353512
9655,-0.0514644,0.232463,0.352979
9656,-0.00260908,0.233134,0.353101
9657,0.0461533,0.233455,0.353433
9658,0.094988,0.233549,0.353495
9659,0.14397,0.233484,0.353636
9660,0.193205,0.233095,0.353828
9661,0.242841,0.232293,0.35419
9662,0.293017,0.230902,0.354958
9663,0.343791,0.228686,0.356555
9664,0.395308,0.226197,0.359548
9665,0.446843,0.21952,0.366157
9666,0.498167,0.218235,0.356065
9667,-0.475,0.271555,0.389223
9668,-0.421356,0.27217,0.402805
9669,-0.37212,0.272096,0.392442
9670,-0.321236,0.272953,0.391346
9671,-0.270874,0.271676,0.383829
9672,-0.221651,0.271872,0.384114
9673,-0.172867,0.273882,0.381435
9674,-0.123628,0.276051,0.380658
9675,-0.0748176,0.277351,0.380276
9676,-0.026308,0.278146,0.379933
9677,0.0221479,0.278425,0.379724
9678,0.0705989,0.27857,0.379582
9679,0.119269,0.278529,0.379541
9680,0.168152,0.278216,0.379642
9681,0.217276,0.277599,0.379897
9682,0.266709,0.276491,0.380484
9683,0.316588,0.274674,0.381672
9684,0.366985,0.272448,0.383502
9685,0.41645,0.270872,0.389924
9686,0.462304,0.271552,0.401024
9687,0.49321,0.249237,0.386461
9688,-0.475,0.310334,0.359031
9689,-0.440075,0.313395,0.375914
9690,-0.391321,0.31584,0.366556
9691,-0.343112,0.315222,0.365173
9692,-0.293965,0.316516,0.358526
9693,-0.244854,0.318588,0.355354
9694,-0.196014,0.320105,0.35485
9695,-0.147202,0.321569,0.354389
9696,-0.0984999,0.322704,0.354482
9697,-0.0501223,0.323649,0.35477
9698,-0.00184059,0.324025,0.354677
9699,0.0463284,0.324352,0.354778
9700,0.0947758,0.324212,0.354625
9701,0.143472,0.324124,0.35467
9702,0.192248,0.323875,0.354484
9703,0.241105,0.323383,0.354451
9704,0.290577,0.322121,0.354664
9705,0.340844,0.320413,0.355205
9706,0.391839,0.317931,0.35744
9707,0.443445,0.318104,0.367092
9708,0.490815,0.303227,0.356251
9709,-0.475,0.351457,0.386376
9710,-0.423496,0.355633,0.395399
9711,-0.369993,0.356776,0.393302
9712,-0.318991,0.360431,0.384766
9713,-0.268304,0.363415,0.383687
9714,-0.218374,0.365924,0.383039
9715,-0.170254,0.36812,0.38216
9716,-0.121782,0.369409,0.380975
9717,-0.0741011,0.370924,0.380383
9718,-0.026081,0.370944,0.380853
9719,0.0225615,0.37118,0.380573
9720,0.0708195,0.371808,0.380097
9721,0.118971,0.371872,0.380114
9722,0.167349,0.371388,0.380123
9723,0.215948,0.370691,0.379991
9724,0.264456,0.369683,0.380263
9725,0.312961,0.368197,0.381035
9726,0.361616,0.365585,0.382348
9727,0.410248,0.363786,0.38527
9728,0.464025,0.365734,0.395408
9729,0.490623,0.345836,0.373401
9730,-0.475,0.387887,0.361911
9731,-0.438078,0.400104,0.362916
9732,-0.387193,0.397634,0.36739
9733,-0.339324,0.402497,0.359913
9734,-0.291728,0.408688,0.357555
9735,-0.241493,0.40818,0.358172
9736,-0.191602,0.41203,0.35842
9737,-0.143092,0.415854,0.356959
9738,-0.0979017,0.424322,0.354806
9739,-0.0511172,0.419526,0.355616
9740,-0.00140171,0.41686,0.356423
9741,0.0474112,0.419461,0.355051
9742,0.0948872,0.421545,0.355271
9743,0.142223,0.420978,0.355281
9744,0.190191,0.419018,0.354521
9745,0.23783,0.418867,0.354071
9746,0.285172,0.417896,0.354426
9747,0.332402,0.417091,0.354608
9748,0.379701,0.414697,0.354433
9749,0.42758,0.419941,0.362776
9750,0.475,0.400856,0.359388
9751,-0.475,0.430218,0.38576
9752,-0.409168,0.443499,0.389444
9753,-0.361281,0.446839,0.38774
9754,-0.311503,0.446957,0.384463
9755,-0.257637,0.452857,0.386956
9756,-0.216069,0.479751,0.391905
9757,-0.168583,0.464118,0.386873
9758,-0.120901,0.463733,0.386911
9759,-0.0717806,0.466777,0.387712
9760,-0.0243917,0.470463,0.383692
9761,0.0229871,0.470361,0.382647
9762,0.0704134,0.469656,0.380907
9763,0.118393,0.469233,0.38213
9764,0.166177,0.468836,0.380996
9765,0.213794,0.467729,0.381389
9766,0.260998,0.466801,0.380819
9767,0.307499,0.46578,0.381462
9768,0.353474,0.464821,0.381553
9769,0.397822,0.462843,0.385137
9770,0.44538,0.46837,0.389207
9771,0.475,0.438174,0.379322
9772,-0.470143,0.466338,0.358111
9773,-0.436467,0.475,0.349644
9774,-0.38996,0.475,0.352711
9775,-0.338309,0.487532,0.359174
9776,-0.28455,0.489944,0.354469
9777,-0.241616,0.490952,0.357474
9778,-0.192799,0.492657,0.354951
9779,-0.142105,0.526752,0.360411
9780,-0.098416,0.53591,0.347752
9781,-0.0595821,0.535337,0.337465
9782,-0.00692551,0.518771,0.344184
9783,0.0416816,0.520994,0.344954
9784,0.0927298,0.521069,0.354129
9785,0.140662,0.521723,0.346563
9786,0.188168,0.520536,0.350852
9787,0.236272,0.52001,0.350873
9788,0.284548,0.518871,0.353154
9789,0.333166,0.518684,0.353253
9790,0.381892,0.516835,0.353564
9791,0.43197,0.524272,0.356714
9792,0.474807,0.497393,0.351816
9793,-0.167569,0.560439,0.38605
9794,-0.120709,0.565293,0.374556
9795,-0.0722385,0.566353,0.372648
9796,-0.0253228,0.566677,0.375955
9797,0.0218525,0.56629,0.371335
9798,0.0694449,0.566941,0.376587
9799,0.117361,0.566569,0.374367
9800,0.165036,0.566434,0.376598
9801,0.212749,0.566007,0.376505
9802,0.260522,0.565668,0.378355
9803,0.308125,0.564879,0.378939
9804,0.355915,0.563677,0.378343
9805,0.401729,0.562776,0.382354
9806,0.458769,0.559539,0.383455
9807,0.495115,0.537799,0.374491
9808,-0.494481,-0.490486,0.425207
9809,-0.454981,-0.5087,0.436012
9810,-0.408254,-0.507197,0.433569
9811,-0.361316,-0.508681,0.434249
9812,-0.313169,-0.510634,0.434244
9813,-0.265801,-0.513383,0.434905
9814,-0.218971,-0.517386,0.436503
9815,-0.171109,-0.52245,0.439142
9816,-0.1279,-0.522415,0.440511
9817,-0.0926665,-0.476038,0.442624
9818,-0.0439847,-0.487396,0.453576
9819,0.0354801,-0.479768,0.420436
9820,0.0567531,-0.487628,0.465535
9821,0.107579,-0.443462,0.414429
9822,0.16595,-0.498332,0.444984
9823,0.220043,-0.45373,0.453024
9824,0.261386,-0.461035,0.441715
9825,0.316345,-0.493963,0.432414
9826,0.366223,-0.491117,0.441278
9827,0.424945,-0.489238,0.451354
9828,0.478384,-0.475,0.438448
9829,0.518868,-0.480726,0.430683
9830,-0.492349,-0.452048,0.410343
9831,-0.445732,-0.466086,0.416338
9832,-0.390729,-0.466172,0.417856
9833,-0.341186,-0.466738,0.420498
9834,-0.293102,-0.468515,0.420684
9835,-0.246359,-0.471276,0.42075
9836,-0.198723,-0.475167,0.428828
9837,-0.149678,-0.483141,0.424558
9838,-0.107235,-0.429144,0.432685
9839,-0.0575896,-0.449358,0.423849
9840,-0.00697814,-0.441334,0.422149
9841,0.0405196,-0.427976,0.408836
9842,0.0949907,-0.450025,0.398787
9843,0.130575,-0.484666,0.429581
9844,0.195745,-0.477305,0.418047
9845,0.242125,-0.472587,0.412436
9846,0.296267,-0.451407,0.408889
9847,0.347066,-0.451383,0.402505
9848,0.39481,-0.476996,0.409184
9849,0.444039,-0.475,0.412526
9850,0.504031,-0.445352,0.40534
9851,0.550277,-0.451207,0.406379
9852,-0.475,-0.39509,0.437247
9853,-0.443692,-0.421434,0.453017
9854,-0.399975,-0.415318,0.443815
9855,-0.357136,-0.415239,0.448193
9856,-0.312763,-0.415756,0.449404
9857,-0.2689,-0.416905,0.448
9858,-0.225103,-0.41824,0.450399
9859,-0.18169,-0.422166,0.455423
9860,-0.144381,-0.435603,0.440343
9861,-0.0932457,-0.424985,0.469572
9862,-0.0317097,-0.422669,0.452839
9863,0.0306183,-0.386239,0.455319
9864,0.0706459,-0.395284,0.44144
9865,0.124449,-0.409267,0.418615
9866,0.175738,-0.41029,0.437422
9867,0.228741,-0.405388,0.426917
9868,0.274932,-0.41879,0.442216
9869,0.323273,-0.416746,0.440821
9870,0.368821,-0.415491,0.444946
9871,0.42559,-0.423616,0.429444
9872,0.471608,-0.413707,0.428636
9873,0.554546,-0.398518,0.430924
9874,-0.475,-0.360215,0.411318
